"sous_groupe";"id_aliment";"nom";"calories_kcal_100g";"proteines_g_100g";"glucides_g_100g";"lipides_g_100g";"sucres_g_100g";"ag_satures_g_100g";"fibres_g_100g";"sel_g_100g";"sodium_mg_100g";"calcium_mg_100g";"fer_mg_100g";"magnesium_mg_100g";"potassium_mg_100g";"zinc_mg_100g";"vitamine_d_µg_100g";"vitamine_e_mg_100g";"vitamine_b1_mg_100g";"vitamine_b2_mg_100g";"vitamine_b3_mg_100g";"vitamine_b5_mg_100g";"vitamine_b12_µg_100g";"eau_g_100g"
"biscuits sucrés";"24684";"Cookie au chocolat, préemballé";"493";"6.44";"61";"23.8";"31.4";"11.4";"4.3";"0.86";"345";"39.1";"6.1";"55.1";"258";"0.95";"0";"0";"0.09";"0.09";"0.23";"0.18";"0.11";"2.8"
"biscuits sucrés";"24685";"Cône ou cornet classique, pour glace";"401";"7.5";"80.4";"5";"25.6";"4.1";"2";"0.54";"215";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"biscuits sucrés";"24686";"Biscuit (génoise), fourré aux fruits (ex : orange, cerise…), nappé de chocolat";"395";"3.88";"66.6";"11.7";"45.2";"5.75";"3.2";"0.31";"122";"23.8";"2.9";"33.3";"148";"0.58";"0";"0";"0.04";"0.06";"0.56";"0.18";"0.1";"13.3"
"biscuits sucrés";"24687";"Cookie aux pépites de chocolat et à la noix de coco, préemballé";"519";"5.93";"54.5";"29.8";"28.3";"16.3";"4.85";"0.83";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2.85"
"céréales et biscuits infantiles";"24689";"Biscuit pour bébé";"439";"7.5";"73.3";"12.3";"24.8";"4.35";"2.4";"0.36";"145";"145";"3.39";"31.5";"227";"0.78";"0.5";"0";"0.63";"0.62";"5.9";"4.69";"0.28";"3"
"plats composés";"24998";"Poisson blanc en sauce, préemballé (aliment moyen)";"147";"13.2";"4.67";"8.1";"1.6";"1.85";"1.14";"1.12";"446";"19.7";"1";"19.4";"326";"0.5";"0.68";"0";"0.025";"0.038";"6.95";"0.2";"1.89";"72.1"
;"24999";"Dessert (aliment moyen)";"255";"4.41";"32.9";"11.3";"21.3";"4.96";"1.7";"0.33";"130";"67.6";"1.3";"19.1";"178";"0.46";"0.16";"0";"0.045";"0.16";"0.21";"0.38";"0.18";"49.9"
"plats composés";"25001";"Blanquette de veau, préemballée";"113";"15.4";"3.1";"4";"0.3";"2.03";"0.8";"0.74";"295";"15";"0.92";"12";"190";"3.2";"0.25";"0";"0.062";"0.047";"1.77";"0.33";"1.59";"75.1"
"plats composés";"25002";"Cassoulet, appertisé";"129";"8.06";"9.41";"5.77";"1.06";"2.07";"3.55";"0.97";"388";"45.7";"1.23";"34.8";"289";"0.88";"0.5";"0.18";"0.083";"0.057";"1.25";"0.16";"0.12";"70.6"
"plats composés";"25003";"Choucroute garnie, préemballée";"109";"5.06";"2.8";"8.06";"0.66";"3.22";"2.71";"1.39";"552";"27.1";"0.83";"18";"97.5";"0.84";"0";"0.25";"0.14";"0.11";"0.68";"0";"0";"82.4"
"plats composés";"25009";"Hachis parmentier à la viande, préemballé";"138";"5.99";"9.39";"8.22";"1.47";"4.7";"1.43";"0.83";"322";"59.6";"0.71";"17.5";"184";"1.2";"0.1";"0.2";"0.02";"0.07";"0";"0";"0.42";"73.6"
"plats composés";"25010";"Petit salé ou saucisse aux lentilles, préemballé";"118";"8.24";"8.89";"4.87";"1.51";"1.89";"2.83";"0.98";"384";"20";"1.8";"19.4";"167";"1.2";"0.5";"0.39";"0.24";"0.075";"1.5";"0.23";"0.13";"73.5"
"plats composés";"25013";"Pot-au-feu, préemballé";"77.5";"10.9";"3.2";"2.02";"1.5";"0.82";"1.5";"0.32";"130";"23.5";"1.69";"16.2";"189";"3.48";"0";"0";"0";"0";"0";"0";"0";"82.9"
"plats composés";"25018";"Ratatouille cuisinée, préemballée";"57.1";"1.22";"4.97";"3.15";"3.91";"0.47";"2.03";"0.94";"369";"16.4";"0.38";"18.6";"295";"0.17";"0";"1.56";"0.03";"0.03";"0.56";"0";"0";"88"
"plats composés";"25019";"Ravioli au boeuf, sauce tomate, appertisé";"95.3";"4.22";"12.5";"2.83";"2.23";"1.14";"1.41";"0.96";"382";"25.3";"1.09";"13.8";"169";"0.49";"0.14";"0.32";"0.37";"0.27";"1.25";"0.4";"0";"79.1"
"plats composés";"25020";"Soufflé au fromage";"185";"10.9";"4.75";"13.4";"2.15";"8.15";"1.15";"0.95";"391";"226";"0.6";"19.7";"138";"1.37";"0.5";"0.6";"0.05";"0.24";"0.53";"0.58";"0.6";"67.3"
"plats composés";"25026";"Épinard à la crème, préemballé";"57.3";"2.5";"4.1";"2.9";"1.19";"1.82";"1.9";"0.72";"287";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"86.9"
"plats composés";"25029";"Couscous au mouton";"149";"8.31";"12.2";"7.2";"1.38";"0";"1.3";"0.81";"322";"31.6";"1.24";"23.2";"187";"1.22";"0.14";"0.4";"0.075";"0.075";"1.7";"0.3";"0.5";"68.9"
"plats composés";"25031";"Paëlla, préemballée";"148";"7.86";"17.1";"4.9";"1.2";"1.28";"1.85";"0.87";"343";"38.7";"0.69";"25.4";"148";"0.68";"0.5";"1.3";"0.073";"0.45";"2.6";"0.42";"1.1";"66.9"
"plats composés";"25033";"Boeuf bourguignon, préemballé";"84.3";"10.3";"4.17";"2.61";"2";"0.88";"1.5";"0.88";"354";"16.9";"1.75";"13.3";"230";"2.91";"0.5";"0.6";"0.07";"0.1";"2.3";"0.3";"0.6";"78.4"
"plats composés";"25035";"Sauté d'agneau au curry, préemballé";"0";"10.5";"0";"13.9";"0";"6.7";"1";"0.71";"284";"17.5";"2.15";"13.3";"200";"2.77";"0";"0";"0";"0";"0";"0";"0";"73.5"
"plats composés";"25037";"Gratin ou cassolette de poisson et / ou fruits de mer, préemballé, cru";"105";"6.13";"8.39";"5.1";"2.48";"3.18";"0.5";"0.82";"328";"58.2";"0.41";"13.8";"223";"0.55";"0";"0";"0";"0";"0";"0";"0";"78.4"
"plats composés";"25038";"Gratin ou cassolette de poisson et / ou fruits de mer, préemballé, cuit";"117";"6.69";"5.28";"7.5";"1.6";"4.82";"0.7";"0.92";"366";"52";"0.28";"24";"180";"0.47";"0.5";"0";"0.015";"0.043";"0.1";"0.28";"0.95";"78.2"
"plats composés";"25043";"Couscous à la viande ou au poulet, allégé en matière grasse, préemballé,";"90.7";"5.9";"11.5";"1.9";"2.1";"0.4";"2";"0.7";"300";"22";"0.78";"17";"148";"0";"0.04";"0.97";"0.07";"0.07";"2";"0.3";"0.04";"72.9"
"plats composés";"25052";"Gratin d'aubergine, préemballé";"105";"1.5";"5.5";"8";"3.5";"1";"2.5";"0.43";"172";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80.9"
"plats composés";"25056";"Gratin dauphinois, préemballé";"113";"3.38";"14.5";"4.2";"2.08";"2.67";"1.5";"0.81";"325";"38.6";"0.32";"13.8";"219";"0.29";"0";"0.2";"0.02";"0.081";"0.94";"0.24";"0";"74.7"
"plats composés";"25057";"Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts, préemballée";"171";"3.2";"17";"9.6";"1.7";"2.9";"2.1";"0.6";"260";"26";"0.49";"20";"390";"0.45";"0.5";"0";"0.086";"0.056";"1.28";"0.41";"0.15";"65"
"plats composés";"25058";"Canard en sauce (poivre vert, chasseur, etc.), préemballé";"145";"9.55";"10.2";"7.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25063";"Lapin à la moutarde, préemballé";"108";"14.9";"0.5";"5";"0.5";"2.1";"0.8";"1.2";"480";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25065";"Boeuf aux carottes, préemballé";"95";"13.2";"2.91";"3.15";"0";"1.21";"1.1";"0.58";"231";"15.9";"0.9";"11.3";"119";"3.5";"0";"0";"0";"0";"0";"0";"0";"78.5"
"plats composés";"25071";"Potée auvergnate (chou et porc)";"115";"7.28";"4.85";"6.9";"1.23";"2.46";"2.1";"0.72";"293";"30.5";"1.05";"14.3";"221";"0.6";"0";"0.5";"0.18";"0.09";"1.23";"0.31";"0.2";"77.6"
"plats composés";"25073";"Endive au jambon, préemballée";"109";"7.44";"4.71";"6.3";"1.98";"3.77";"1.5";"0.65";"259";"77.2";"0.38";"18.2";"104";"0.6";"0";"0";"0";"0";"0";"0";"0";"78.4"
"plats composés";"25077";"Saumon sauce à l'oseille, préemballé";"157";"9.5";"8.23";"9.5";"0.5";"4";"0.5";"0.59";"235";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"71.2"
"plats composés";"25081";"Lasagnes ou canellonis à la viande (bolognaise), préemballés";"134";"6.29";"13.5";"5.72";"2.84";"2.55";"1.91";"0.97";"385";"44.8";"0.71";"21";"194";"0.78";"0.08";"1.05";"0.07";"0.096";"1.15";"0";"0.4";"74.3"
"plats composés";"25085";"Pâtes à la bolognaise (spaghetti, tagliatelles…), préemballées";"116";"5.32";"13.6";"4.07";"2.64";"1.42";"1.9";"0.83";"329";"14";"0.79";"19.6";"176";"0.9";"0";"1.31";"0.05";"0.05";"1.1";"0.4";"0.32";"74.1"
"plats composés";"25086";"Poisson blanc à la bordelaise (chapelure, huile…), préemballé";"176";"14.8";"5.3";"10.4";"1.25";"2.3";"1";"1.28";"513";"21.1";"1.2";"17.5";"317";"1";"0.9";"0";"0.05";"0.05";"9.2";"0.18";"2.2";"67.5"
"plats composés";"25088";"Riz cantonais, préemballé";"164";"5.46";"23.6";"4.94";"1.28";"0.75";"1.74";"0.86";"361";"16.7";"0.4";"8.47";"78";"0.5";"0.5";"0.91";"0.12";"0.051";"1.1";"0.18";"0.14";"62.9"
"plats composés";"25089";"Cordon bleu de volaille, préemballé";"226";"14";"14.6";"12.2";"2.2";"3.2";"0.78";"1.73";"683";"60.6";"0.68";"37.6";"336";"1.16";"0.5";"0";"0.13";"0.12";"4.8";"0.6";"0.58";"54.1"
"plats composés";"25098";"Cassoulet au porc, appertisé";"132";"8.3";"8.6";"6.3";"1.8";"2.2";"4";"1.1";"500";"0";"0";"0";"293";"0";"0";"0";"0";"0";"0";"0";"0";"71.1"
"plats composés";"25099";"Cassoulet au canard ou oie, appertisé";"161";"10.5";"10.1";"7.86";"1.09";"2.43";"3.86";"1.05";"416";"0";"0";"0";"307";"0";"0";"0";"0";"0";"0";"0";"0";"68.6"
"plats composés";"25101";"Gratin de chou-fleur, préemballé";"86.3";"3";"3.3";"6.5";"0.88";"4";"1.3";"1.07";"420";"96.6";"0.27";"10.7";"147";"2.3";"0";"0";"0";"0";"0";"0";"0";"82.1"
"plats composés";"25103";"Tomate farcie, préemballée";"127";"6";"2.95";"9.67";"1.38";"3.24";"2.1";"0.7";"280";"18.4";"0.87";"12.8";"199";"0.75";"0.1";"1.1";"0.06";"0.06";"0.9";"0";"0";"78.5"
"plats composés";"25106";"Chou farci, préemballé";"94.9";"5.3";"2";"6.6";"2";"0";"3.13";"0.87";"350";"145";"0";"41.4";"0";"0.8";"0";"0";"0";"0";"0";"0";"0";"81.2"
"plats composés";"25107";"Couscous au poisson";"105";"7.5";"14.2";"1.6";"1.7";"0.2";"1.7";"0.84";"337";"24";"4.1";"23";"192";"0.4";"0.1";"1.2";"0.1";"0.1";"0";"0.2";"0.5";"75.6"
"feuilletées et autres entrées";"25108";"Samossa ou samoussa ou brick garni, préemballé, cuit";"230";"9.33";"16.5";"13.7";"2.45";"2.78";"1.8";"1.26";"493";"31";"1.3";"17.8";"182";"0.87";"0.5";"1.45";"0.068";"0.12";"1.5";"0.22";"0.34";"55.2"
"plats composés";"25110";"Ravioli chinois à la vapeur à la crevette, cuit";"172";"5.5";"23.2";"5.5";"1.1";"1.55";"3.6";"0.96";"383";"31";"0.57";"12";"56";"0.31";"0.5";"0";"0.015";"0.01";"0.27";"0.061";"0.65";"62.3"
"plats composés";"25111";"Chili con carne, préemballé";"118";"7.13";"13";"3.35";"2.58";"1.13";"3.56";"0.93";"371";"32.8";"1.6";"27.3";"282";"1.2";"0.5";"0.88";"0.088";"0.068";"1.25";"0.16";"0.35";"74.2"
"plats composés";"25121";"Coq au vin";"133";"13";"4";"7";"1";"1";"1";"0.75";"300";"14";"1.3";"16";"145";"0.21";"0.04";"0.48";"0.07";"0.19";"3.7";"0.74";"1.4";"0"
"plats composés";"25122";"Gratin de pâtes au jambon, préemballé";"179";"7.06";"16.4";"9.2";"2.19";"4.85";"1";"0.85";"340";"116";"0";"0";"124";"0";"0";"0";"0";"0";"0";"0";"0.39";"64.7"
"plats composés";"25123";"Moussaka, préemballée";"147";"5.82";"5.16";"10.8";"3.01";"3.37";"2.84";"0.97";"393";"16";"0.62";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"76"
"plats composés";"25124";"Navarin d'agneau aux légumes";"135";"9.72";"3.85";"8.61";"1.29";"4.82";"1.53";"0.42";"143";"22.1";"1.31";"17.9";"230";"0.85";"0.039";"0.84";"0.1";"0.14";"3.15";"0.4";"1.19";"73.7"
"plats composés";"25125";"Paupiette de veau";"181";"14.6";"4.67";"11.3";"2.4";"4.58";"0.69";"1.03";"367";"27.6";"1";"37.2";"272";"1.25";"0.1";"0.68";"0.084";"0.14";"3.51";"0.59";"0.41";"64.1"
"plats composés";"25126";"Paupiette de volaille";"163";"17.4";"8.8";"6.19";"0";"2.44";"1.17";"0.84";"251";"27.6";"1.03";"38.6";"264";"1.09";"0.14";"0.69";"0.082";"0.11";"3.97";"0.56";"0.28";"65.9"
"plats composés";"25127";"Couscous royal (avec plusieurs viandes), préemballé";"132";"7.69";"14";"4.53";"1.57";"1.54";"2.1";"0.88";"345";"25.2";"0.93";"18.8";"179";"1.02";"0";"0.4";"0.07";"0.09";"1.9";"0.3";"0.28";"69.2"
"plats composés";"25128";"Poisson blanc à la provençale ou niçoise (sauce tomate), préemballé";"73.4";"9.31";"3.1";"2.3";"2.5";"0.69";"1.5";"0.7";"280";"16.1";"1";"24.2";"348";"0";"0.2";"0";"0.05";"0.07";"1.2";"0.25";"1.1";"83.6"
"plats composés";"25131";"Lasagnes ou cannellonis aux légumes, préemballées, cuits";"120";"4.38";"10.1";"5.9";"3.68";"1.91";"2.25";"0.6";"238";"76";"0.62";"20";"240";"0.54";"0.5";"0";"0.015";"0.063";"0.1";"0.28";"0.2";"74.5"
"plats composés";"25135";"Pâtes à la carbonara (spaghetti, tagliatelles…), préemballées";"161";"5.91";"14.2";"8.7";"1.79";"4.34";"1.18";"0.86";"347";"36.1";"0.45";"14.6";"87.1";"1";"0.1";"1.19";"0.13";"0.08";"1.9";"0.3";"0.11";"67.4"
"plats composés";"25137";"Tartiflette (pommes de terre, reblochon, lardons…), préemballée";"161";"6";"13.5";"8.9";"1.25";"4.47";"0.8";"0.75";"300";"74";"0.26";"14";"270";"0.57";"0.5";"0";"0.05";"0.061";"1.01";"0.23";"0.2";"68.9"
"plats composés";"25138";"Couscous au poulet";"130";"7.5";"15.6";"3.85";"2.87";"1.17";"1.47";"0.79";"307";"18.4";"0.86";"18.4";"153";"0";"0.01";"0.48";"0.08";"0.09";"1.9";"0.3";"0.13";"66.9"
"plats composés";"25139";"Lasagnes ou cannellonis au poisson, préemballées";"148";"7.28";"13";"7.1";"2.03";"2.5";"1.68";"1.02";"403";"63";"0.41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"71.2"
"plats composés";"25140";"Poisson blanc à la florentine (sauce aux épinards), préemballé";"96";"12";"2";"4";"2";"2.5";"2";"0.58";"232";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25141";"Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules), préemballé";"80";"11.5";"2.2";"2.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25142";"Poisson blanc à la sauce moutarde, préemballé";"90.8";"9.2";"5.4";"3.6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25143";"Poisson blanc à la parisienne (sauce aux champignons), préemballé";"81.5";"9";"3";"3.5";"1.5";"2.02";"1";"0.58";"233";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"84.2"
"plats composés";"25145";"Poisson blanc à l'estragon, préemballé";"77.2";"8.8";"4.2";"2.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25146";"Poisson blanc sauce oseille, préemballé";"111";"11.8";"3";"5.5";"2";"3.31";"1";"0.88";"350";"40";"0.24";"27";"260";"0.33";"0.5";"1.1";"0.075";"0.06";"0.8";"0.2";"1.87";"78.6"
"plats composés";"25149";"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, préemballées, cuites";"226";"10";"26.8";"8.3";"4.4";"4.64";"1.9";"0.79";"317";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"51.3"
"plats composés";"25150";"Couscous de légumes, préemballé";"108";"4.32";"16.4";"2.25";"2.54";"0.8";"2.24";"0.73";"274";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"71.1"
"feuilletées et autres entrées";"25151";"Feuilleté ou friand au poisson et/ou fruits de mer, préemballé, à cuire";"260";"6.55";"27.9";"13";"4.3";"9.7";"2.9";"1.02";"406";"39.4";"0.4";"20.4";"212";"0.42";"2.5";"0";"0.087";"0.069";"2.9";"0.35";"0.77";"48.3"
"plats composés";"25152";"Couscous à la viande, préemballé";"128";"7.59";"12.5";"4.73";"1.97";"1.24";"2.53";"0.78";"313";"25.2";"0";"18.8";"179";"1.02";"0";"0";"0";"0";"0";"0";"0";"69.2"
"plats composés";"25154";"Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson, préemballé";"117";"6.39";"8.57";"6.15";"1.62";"3.68";"1.1";"0.81";"323";"46.8";"1";"17.1";"190";"1";"1.1";"0";"0.05";"0.09";"0.32";"0.23";"0.36";"74.9"
"plats composés";"25155";"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, cuites";"219";"7.94";"27.8";"7.5";"3.53";"2.36";"3.4";"1.05";"420";"69";"0.57";"20";"130";"0.51";"0.5";"0";"0.07";"0.07";"1.32";"0.45";"0.25";"51.2"
"plats composés";"25157";"Pâtes fraîches farcies (ex : raviolis, tortellinis), au boeuf (ex : bolognaise), préemballées, crues";"265";"11.4";"40.3";"5.79";"3.91";"2.45";"3.15";"1.28";"512";"37.5";"0.72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35.3"
"plats composés";"25158";"Pâtes fraîches farcies (ex : raviolis, tortellinis), au boeuf (ex : bolognaise), préemballées, cuites";"174";"6.94";"25.1";"4.65";"1";"1.65";"2.15";"0.52";"206";"29";"0.78";"17.5";"95";"0.74";"0.88";"0";"0.19";"0.049";"0.51";"0.32";"0.57";"60.3"
"plats composés";"25159";"Tajine de mouton, préemballé";"131";"12.8";"4.5";"6.83";"2.4";"2.73";"1";"0.99";"394";"5.1";"1.6";"14.7";"211";"3";"0.5";"0.71";"0.07";"0.16";"2.95";"0.23";"1.65";"73"
"plats composés";"25162";"Gratin de légumes, préemballé";"106";"3.44";"6.91";"6.7";"3.42";"3.41";"1.7";"0.57";"228";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"79.6"
"plats composés";"25163";"Boulettes au boeuf, cuites";"217";"18.5";"5.65";"13.3";"2";"4.8";"0.63";"1.13";"452";"29";"2.2";"26.9";"326";"2.88";"0.2";"0.38";"0.072";"0.1";"2.8";"0.48";"1.23";"62"
"plats composés";"25164";"Osso buco de veau à la milanaise (jarret de porc , légumes, vin blanc)";"102";"12.5";"3.5";"4.06";"1.1";"0.8";"0.6";"1.47";"586";"13.7";"0.6";"18.4";"234";"1.26";"0";"0.53";"0.083";"0.12";"3.48";"0.25";"0.38";"77.4"
"feuilletées et autres entrées";"25169";"Spécialité chinoise type bouchée à la vapeur, préemballée, cuite";"149";"5.9";"28";"1.4";"3.9";"0.31";"0.21";"1.26";"540";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64.6"
"plats composés";"25172";"Viande en sauce (aliment moyen)";"109";"11.7";"4.23";"4.7";"1.9";"1.82";"1.22";"0.92";"366";"16.1";"1.06";"14.2";"199";"2.26";"0.29";"0";"0.065";"0.061";"2.69";"0.4";"0.74";"76.2"
"plats composés";"25173";"Escalope panée, viennoise ou milanaise, veau, cuite";"271";"22.9";"12.6";"14.1";"0.49";"2.42";"0.94";"0.98";"394";"28.7";"1.11";"24.3";"328";"2.26";"0.13";"3.32";"0.12";"0.23";"5.89";"0.53";"0.72";"47.8"
"plats composés";"25174";"Poulet au curry et au lait de coco, préemballé";"125";"10.6";"4.07";"6.9";"1.9";"3.03";"1.1";"1.07";"427";"18";"0.51";"18";"210";"0.44";"0.5";"0";"0.032";"0.01";"4.08";"0.62";"0.15";"75.2"
"plats composés";"25175";"Meloukhia, plat à base de boeuf et corète, fait maison";"189";"10.6";"1.2";"14.7";"1.2";"0";"4.7";"0.93";"373";"51.3";"2.4";"30.6";"228";"2";"0";"5.1";"0.03";"0.14";"1.36";"0.32";"0.66";"67.7"
"plats composés";"25181";"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, préemballées, crues";"268";"11.3";"37.3";"7.69";"3.83";"4.28";"2.23";"1.13";"458";"141";"1";"21.7";"112";"1";"0";"0";"0.07";"0.13";"0.26";"0.47";"0.6";"42.9"
"plats composés";"25182";"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, crues";"262";"9.98";"41.4";"5.69";"3.46";"2.74";"2.87";"1.07";"422";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"37.5"
"plats composés";"25183";"Nouilles aux crevettes, préemballées, sautées/poêlées";"104";"4.88";"12.6";"3.4";"1.7";"1.16";"1.6";"0.84";"334";"22";"0.5";"19";"100";"0.42";"0.25";"0";"0.053";"0.35";"0.37";"0.18";"0.21";"76.4"
"plats composés";"25186";"Boulettes au porc et au boeuf (à la suédoise), préemballées, crues";"254";"17.4";"4.8";"18.2";"1.5";"7.5";"0.8";"1.05";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25187";"Risotto, aux légumes, préemballé";"120";"2.74";"18.4";"3.8";"0.85";"2";"0.5";"0.76";"304";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"73.6"
"plats composés";"25188";"Risotto, aux fruits de mer, préemballé";"130";"5.47";"12.5";"6.07";"2.02";"2.92";"1.15";"0.85";"337";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25189";"Risotto, aux fromages, préemballé";"195";"5.65";"30.9";"5.16";"0.58";"2.49";"0.7";"0.82";"328";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25190";"Poulet basquaise, préemballé";"107";"9.3";"2.5";"6.4";"2";"1.7";"1.3";"0.89";"355";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25192";"Ravioli aux légumes, à la sauce tomate, appertisés";"91.1";"2.88";"13.5";"2.45";"2.83";"0.48";"1.7";"0.76";"300";"15";"1.1";"16";"280";"0.21";"0.25";"0";"0.05";"0.033";"1.14";"0.17";"0.082";"78.5"
"plats composés";"25193";"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, cuites";"156";"5.19";"20.9";"4.9";"1.9";"1.93";"3.7";"0.49";"195";"50";"0.51";"15";"76";"0.48";"0.5";"0";"0.057";"0.066";"0.24";"0.32";"0.49";"64.6"
"plats composés";"25194";"Boulettes au boeuf et à l'agneau (type kefta), préemballées, crues";"220";"14.9";"9.7";"13.3";"5";"6.8";"0.8";"1.08";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25195";"Parmentier de canard, préemballé, à cuire";"146";"6.82";"8.51";"9.06";"1.96";"4.5";"1.55";"0.81";"310";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"69.9"
"plats composés";"25196";"Riste d'aubergines (aubergines, tomates, oignons), préemballée";"145";"1.05";"10.6";"10.4";"5.2";"2";"2.6";"1.19";"470";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25198";"Pâtes en sauce aux fromages (spaghetti, tagliatelles…), préemballées";"163";"7.17";"15.9";"7.4";"5.85";"4.35";"1.85";"0.8";"310";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25199";"Palet ou galette de légumes, préfrit, surgelé";"101";"2.33";"8.67";"5.67";"3";"1.33";"3";"0.76";"303";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80.5"
"plats composés";"25200";"Palette à la diable, préemballée";"102";"13";"1";"4.5";"1";"1.5";"2.5";"2.29";"917";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25201";"Langue de boeuf sauce madère, préemballée";"180";"9.5";"4.5";"13.5";"2.5";"6";"1";"1.08";"430";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25203";"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, crues";"255";"9.4";"41.4";"5.06";"3.14";"1.74";"3.02";"0.81";"339";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25204";"Tajine de poulet, préemballé";"127";"7.54";"14.4";"3.7";"6.8";"0.4";"3";"1.17";"466";"18";"0.45";"17";"220";"0.46";"0.25";"0";"0.14";"0.037";"2.3";"0.39";"0.075";"72.7"
"plats composés";"25205";"Chop suey (porc ou poulet, légumes), préemballé";"78.2";"5";"7.8";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25207";"Porc au caramel, préemballé";"136";"10";"11.4";"5.4";"7.9";"1.58";"0.7";"1.34";"536";"9.9";"0.49";"12";"160";"1.1";"0.25";"0";"0.19";"0.034";"1.93";"0.31";"0.27";"70.7"
"plats composés";"25208";"Palet ou galette de légumes, préfrit, surgelé, cuit";"105";"3.31";"8.45";"5.7";"3";"0.64";"2.6";"0.75";"301";"40";"0.52";"16";"250";"0.36";"0.5";"0";"0.19";"0.11";"0.1";"0.31";"0.18";"78.2"
"plats composés";"25210";"Saumon farci, préemballé";"227";"18.8";"0.4";"16.2";"0.4";"3.8";"2.4";"0.65";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25211";"Boulettes au boeuf, à la sauce tomate, préemballées";"117";"9";"5.5";"6.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"25213";"Paupiette de veau, préemballée, rôtie/cuite au four";"276";"22";"0.48";"20.5";"0.3";"8.19";"0.9";"1.07";"428";"24";"0.94";"18";"260";"2.3";"0.25";"0";"0.16";"0.071";"3.83";"0.59";"1.61";"54.8"
